,Date,Home Team,Away Team,Betting Score Spread,Final Score Spread,Betting Line Error
3264,2020-01-20 00:00:00,BKN,PHI,3.0,6,-3.0
8407,2024-03-05 00:00:00,BKN,PHI,-1.0,-5,4.0
5955,2022-03-16 00:00:00,BKN,DAL,3.0,2,1.0
5967,2022-03-18 00:00:00,BKN,POR,-14.5,-5,-9.5
8387,2024-03-02 00:00:00,BKN,ATL,1.0,-12,13.0
7949,2023-12-27 00:00:00,BKN,MIL,10.0,22,-12.0
3474,2020-02-24 00:00:00,BKN,ORL,-4.0,2,-6.0
2828,2019-11-20 00:00:00,BKN,CHA,-4.5,-10,5.5
755,2018-01-31 00:00:00,BKN,PHI,8.0,-8,16.0
5639,2022-01-26 00:00:00,BKN,DEN,5.5,6,-0.5
591,2018-01-08 00:00:00,BKN,TOR,7.5,1,6.5
5541,2022-01-13 00:00:00,BKN,OKC,-5.5,21,-26.5
3700,2020-08-21 00:00:00,BKN,TOR,11.0,25,-14.0
6295,2022-10-27 00:00:00,BKN,DAL,2.5,4,-1.5
3710,2020-08-23 00:00:00,BKN,TOR,14.0,28,-14.0
5506,2022-01-09 00:00:00,BKN,SAS,-9.5,-2,-7.5
6312,2022-10-29 00:00:00,BKN,IND,-11.0,9,-20.0
578,2018-01-06 00:00:00,BKN,BOS,2.5,2,0.5
2907,2019-12-01 00:00:00,BKN,MIA,4.5,3,1.5
6327,2022-10-31 00:00:00,BKN,IND,-8.0,-7,-1.0
6332,2022-11-01 00:00:00,BKN,CHI,-2.0,9,-11.0
2890,2019-11-29 00:00:00,BKN,BOS,4.5,-5,9.5
5492,2022-01-07 00:00:00,BKN,MIL,-4.5,12,-16.5
6880,2023-01-15 00:00:00,BKN,OKC,-4.5,10,-14.5
5463,2022-01-03 00:00:00,BKN,MEM,-6.5,14,-20.5
5458,2022-01-01 00:00:00,BKN,LAC,-14.0,4,-18.0
1394,2018-10-28 00:00:00,BKN,GSW,9.5,6,3.5
2840,2019-11-22 00:00:00,BKN,SAC,-2.0,-19,17.0
6392,2022-11-09 00:00:00,BKN,NYK,-3.5,-27,23.5
2958,2019-12-08 00:00:00,BKN,DEN,4.5,-3,7.5
3568,2020-03-08 00:00:00,BKN,CHI,-6.0,-3,-3.0
6250,2022-10-21 00:00:00,BKN,TOR,-2.5,-4,1.5
6235,2022-10-19 00:00:00,BKN,NOP,-3.0,22,-25.0
6125,2022-04-08 00:00:00,BKN,CLE,-8.5,-11,2.5
3084,2019-12-26 00:00:00,BKN,NYK,-7.0,12,-19.0
6136,2022-04-10 00:00:00,BKN,IND,-16.5,-8,-8.5
3054,2019-12-21 00:00:00,BKN,ATL,-7.5,-10,2.5
6140,2022-04-12 00:00:00,BKN,CLE,-9.5,-7,-2.5
5629,2022-01-25 00:00:00,BKN,LAL,3.5,10,-6.5
3597,2020-07-31 00:00:00,BKN,ORL,7.5,10,-2.5
7909,2023-12-20 00:00:00,BKN,NYK,1.0,19,-18.0
3608,2020-08-02 00:00:00,BKN,WAS,-4.0,-8,4.0
766,2018-02-02 00:00:00,BKN,LAL,-1.0,3,-4.0
3014,2019-12-15 00:00:00,BKN,PHI,4.0,-20,24.0
6171,2022-04-23 00:00:00,BKN,BOS,-4.0,6,-10.0
2983,2019-12-11 00:00:00,BKN,CHA,-10.0,5,-15.0
6177,2022-04-25 00:00:00,BKN,BOS,-1.5,4,-5.5
3640,2020-08-07 00:00:00,BKN,SAC,5.5,-13,18.5
605,2018-01-10 00:00:00,BKN,DET,2.0,34,-32.0
3677,2020-08-13 00:00:00,BKN,POR,10.0,1,9.0
5555,2022-01-15 00:00:00,BKN,NOP,-5.5,-15,9.5
1204,2018-04-09 00:00:00,BKN,CHI,-7.0,-9,2.0
783,2018-02-04 00:00:00,BKN,MIL,4.5,15,-10.5
8599,2024-03-31 00:00:00,BKN,LAL,6.5,12,-5.5
3946,2021-01-16 00:00:00,BKN,ORL,-9.0,-7,-2.0
2280,2019-03-06 00:00:00,BKN,CLE,-9.5,-6,-3.5
8149,2024-01-25 00:00:00,BKN,MIN,4.0,2,2.0
8663,2024-04-07 00:00:00,BKN,SAC,10.5,30,-19.5
1956,2019-01-14 00:00:00,BKN,BOS,2.5,-7,9.5
7308,2023-03-21 00:00:00,BKN,CLE,4.0,6,-2.0
7323,2023-03-23 00:00:00,BKN,CLE,3.0,2,1.0
1600,2018-11-25 00:00:00,BKN,PHI,4.5,2,2.5
1920,2019-01-09 00:00:00,BKN,ATL,-8.5,-16,7.5
327,2017-12-02 00:00:00,BKN,ATL,-5.0,12,-17.0
4303,2021-03-11 00:00:00,BKN,BOS,-2.5,-12,9.5
7358,2023-03-29 00:00:00,BKN,HOU,-10.5,-9,-1.5
1065,2018-03-21 00:00:00,BKN,CHA,1.0,6,-5.0
4321,2021-03-13 00:00:00,BKN,DET,-11.0,-5,-6.0
7373,2023-03-31 00:00:00,BKN,ATL,1.5,-17,18.5
8270,2024-02-10 00:00:00,BKN,SAS,-6.0,-20,14.0
4339,2021-03-15 00:00:00,BKN,NYK,-8.5,-5,-3.5
7385,2023-04-02 00:00:00,BKN,UTA,-7.5,-1,-6.5
1868,2019-01-02 00:00:00,BKN,NOP,2.0,-5,7.0
7292,2023-03-19 00:00:00,BKN,DEN,3.0,6,-3.0
7711,2023-11-19 00:00:00,BKN,PHI,3.5,22,-18.5
7666,2023-11-12 00:00:00,BKN,WAS,-7.0,-8,1.0
4259,2021-02-27 00:00:00,BKN,DAL,1.0,17,-16.0
4885,2021-06-01 00:00:00,BKN,BOS,-13.0,-14,1.0
4863,2021-05-25 00:00:00,BKN,BOS,-9.0,-22,13.0
4855,2021-05-22 00:00:00,BKN,BOS,-8.0,-11,3.0
2063,2019-01-29 00:00:00,BKN,CHI,-6.5,-5,-1.5
364,2017-12-07 00:00:00,BKN,OKC,7.0,-5,12.0
7193,2023-03-05 00:00:00,BKN,CHA,-8.0,-16,8.0
4222,2021-02-23 00:00:00,BKN,SAC,-5.5,-9,3.5
4838,2021-05-16 00:00:00,BKN,CLE,-13.0,-14,1.0
8202,2024-01-31 00:00:00,BKN,PHX,3.5,16,-12.5
1576,2018-11-23 00:00:00,BKN,MIN,2.0,10,-8.0
4826,2021-05-15 00:00:00,BKN,CHI,-11.0,-14,3.0
8650,2024-04-06 00:00:00,BKN,DET,-10.5,-10,-0.5
2032,2019-01-25 00:00:00,BKN,NYK,-8.5,-10,1.5
2018,2019-01-23 00:00:00,BKN,ORL,-5.0,-4,-1.0
4239,2021-02-25 00:00:00,BKN,ORL,-8.5,-37,28.5
7272,2023-03-16 00:00:00,BKN,SAC,-3.0,5,-8.0
2007,2019-01-21 00:00:00,BKN,SAC,-3.5,-29,25.5
4804,2021-05-12 00:00:00,BKN,SAS,-4.5,-12,7.5
4895,2021-06-05 00:00:00,BKN,MIL,-3.5,-8,4.5
1619,2018-11-28 00:00:00,BKN,UTA,3.5,10,-6.5
1051,2018-03-19 00:00:00,BKN,MEM,-8.0,-3,-5.0
7683,2023-11-14 00:00:00,BKN,ORL,-2.5,-20,17.5
1747,2018-12-16 00:00:00,BKN,ATL,-7.0,-17,10.0
266,2017-11-24 00:00:00,BKN,POR,4.5,2,2.5
8255,2024-02-08 00:00:00,BKN,CLE,8.0,23,-15.0
8240,2024-02-06 00:00:00,BKN,DAL,3.0,12,-9.0
1733,2018-12-14 00:00:00,BKN,WAS,-3.0,-7,4.0
1006,2018-03-13 00:00:00,BKN,TOR,9.0,14,-5.0
4504,2021-04-05 00:00:00,BKN,NYK,-6.0,-2,-4.0
4596,2021-04-16 00:00:00,BKN,CHA,-12.0,-15,3.0
4521,2021-04-07 00:00:00,BKN,NOP,-8.0,-28,20.0
8682,2024-04-10 00:00:00,BKN,TOR,-11.5,-4,-7.5
7624,2023-11-04 00:00:00,BKN,BOS,10.0,10,0.0
1656,2018-12-03 00:00:00,BKN,CLE,-6.0,2,-8.0
101,2017-10-31 00:00:00,BKN,PHX,-4.5,8,-12.5
7637,2023-11-06 00:00:00,BKN,MIL,4.5,4,0.5
1682,2018-12-07 00:00:00,BKN,TOR,8.5,-1,9.5
7648,2023-11-08 00:00:00,BKN,LAC,5.5,-7,12.5
1764,2018-12-18 00:00:00,BKN,LAL,1.5,-5,6.5
7401,2023-04-04 00:00:00,BKN,MIN,3.0,5,-2.0
7548,2023-10-25 00:00:00,BKN,CLE,2.0,1,1.0
996,2018-03-11 00:00:00,BKN,PHI,5.5,23,-17.5
1816,2018-12-26 00:00:00,BKN,CHA,-1.5,-2,0.5
7427,2023-04-07 00:00:00,BKN,ORL,-9.0,-17,8.0
4707,2021-04-30 00:00:00,BKN,POR,3.0,19,-16.0
7437,2023-04-09 00:00:00,BKN,PHI,-1.0,29,-30.0
4387,2021-03-21 00:00:00,BKN,WAS,-9.0,-7,-2.0
1799,2018-12-23 00:00:00,BKN,PHX,-9.0,-8,-1.0
4448,2021-03-29 00:00:00,BKN,MIN,-10.5,-5,-5.5
4665,2021-04-25 00:00:00,BKN,PHX,-1.0,-9,8.0
7474,2023-04-20 00:00:00,BKN,PHI,5.0,5,0.0
4464,2021-03-31 00:00:00,BKN,HOU,-12.5,-12,-0.5
1036,2018-03-17 00:00:00,BKN,DAL,-4.5,-8,3.5
7480,2023-04-22 00:00:00,BKN,PHI,2.0,8,-6.0
236,2017-11-19 00:00:00,BKN,GSW,11.5,7,4.5
1634,2018-11-30 00:00:00,BKN,MEM,2.5,6,-3.5
1782,2018-12-21 00:00:00,BKN,IND,3.0,8,-5.0
4650,2021-04-23 00:00:00,BKN,BOS,-3.5,-5,1.5
4474,2021-04-01 00:00:00,BKN,CHA,-2.5,-22,19.5
8237,2024-02-05 00:00:00,BKN,GSW,1.0,11,-10.0
7152,2023-02-28 00:00:00,BKN,MIL,6.5,14,-7.5
5837,2022-02-28 00:00:00,BKN,TOR,3.0,36,-33.0
375,2017-12-09 00:00:00,BKN,MIA,2.5,12,-9.5
6959,2023-01-26 00:00:00,BKN,DET,-7.5,8,-15.5
8626,2024-04-03 00:00:00,BKN,IND,7.0,-4,11.0
4066,2021-02-02 00:00:00,BKN,LAC,1.5,-4,5.5
2180,2019-02-21 00:00:00,BKN,POR,3.0,14,-11.0
399,2017-12-12 00:00:00,BKN,WAS,3.5,-5,8.5
6971,2023-01-28 00:00:00,BKN,NYK,-1.0,-7,6.0
5050,2021-11-03 00:00:00,BKN,ATL,-4.5,-9,4.5
8291,2024-02-13 00:00:00,BKN,BOS,7.5,8,-0.5
7074,2023-02-11 00:00:00,BKN,PHI,2.0,3,-1.0
7061,2023-02-09 00:00:00,BKN,CHI,3.0,-11,14.0
7768,2023-11-26 00:00:00,BKN,CHI,-3.0,-9,6.0
4972,2021-10-24 00:00:00,BKN,CHA,-9.0,16,-25.0
4128,2021-02-10 00:00:00,BKN,IND,1.0,-10,11.0
1535,2018-11-17 00:00:00,BKN,LAC,4.0,8,-4.0
896,2018-02-26 00:00:00,BKN,CHI,-4.5,-17,12.5
7045,2023-02-07 00:00:00,BKN,PHX,7.0,4,3.0
6986,2023-01-30 00:00:00,BKN,LAL,1.0,-17,18.0
2224,2019-02-27 00:00:00,BKN,WAS,-5.0,9,-14.0
4981,2021-10-25 00:00:00,BKN,WAS,-6.0,-14,8.0
7038,2023-02-06 00:00:00,BKN,LAC,8.5,8,0.5
4993,2021-10-27 00:00:00,BKN,MIA,-3.5,13,-16.5
4898,2021-06-07 00:00:00,BKN,MIL,1.5,-39,40.5
413,2017-12-14 00:00:00,BKN,NYK,-1.5,7,-8.5
21,2017-10-20 00:00:00,BKN,ORL,-2.0,-5,3.0
8165,2024-01-27 00:00:00,BKN,HOU,-4.0,-2,-2.0
7021,2023-02-04 00:00:00,BKN,WAS,1.0,-2,3.0
4088,2021-02-05 00:00:00,BKN,TOR,-5.5,6,-11.5
5009,2021-10-29 00:00:00,BKN,IND,-8.5,-7,-1.5
5029,2021-10-31 00:00:00,BKN,DET,-12.0,-26,14.0
7104,2023-02-15 00:00:00,BKN,MIA,1.0,-11,12.0
8179,2024-01-29 00:00:00,BKN,UTA,1.0,-33,34.0
2240,2019-03-01 00:00:00,BKN,CHA,-2.5,11,-13.5
1515,2018-11-14 00:00:00,BKN,MIA,2.5,13,-10.5
4007,2021-01-25 00:00:00,BKN,MIA,-7.5,-13,5.5
86,2017-10-29 00:00:00,BKN,DEN,5.5,13,-7.5
2263,2019-03-04 00:00:00,BKN,DAL,-5.5,-39,33.5
2103,2019-02-04 00:00:00,BKN,MIL,7.5,19,-11.5
2115,2019-02-06 00:00:00,BKN,DEN,3.5,-5,8.5
438,2017-12-17 00:00:00,BKN,IND,3.5,12,-8.5
4918,2021-06-19 00:00:00,BKN,MIL,-2.0,4,-6.0
4912,2021-06-15 00:00:00,BKN,MIL,1.5,-6,7.5
7758,2023-11-25 00:00:00,BKN,MIA,-7.0,-15,8.0
1093,2018-03-25 00:00:00,BKN,CLE,6.5,7,-0.5
7776,2023-11-28 00:00:00,BKN,TOR,-1.5,-12,10.5
2131,2019-02-08 00:00:00,BKN,CHI,-8.0,19,-27.0
218,2017-11-17 00:00:00,BKN,UTA,1.5,-11,12.5
2211,2019-02-25 00:00:00,BKN,SAS,-1.5,-16,14.5
5789,2022-02-16 00:00:00,BOS,DET,-12.5,1,-13.5
3532,2020-03-03 00:00:00,BOS,BKN,-6.5,9,-15.5
5035,2021-11-01 00:00:00,BOS,CHI,-3.0,14,-17.0
3951,2021-01-17 00:00:00,BOS,NYK,-7.0,30,-37.0
5097,2021-11-10 00:00:00,BOS,TOR,-3.0,-16,13.0
3999,2021-01-24 00:00:00,BOS,CLE,-6.0,-38,32.0
1273,2018-04-28 00:00:00,BOS,MIL,-5.0,-16,11.0
8393,2024-03-03 00:00:00,BOS,GSW,-8.0,-52,44.0
5207,2021-11-24 00:00:00,BOS,BKN,1.0,19,-18.0
3938,2021-01-15 00:00:00,BOS,ORL,-4.0,-27,23.0
8039,2024-01-10 00:00:00,BOS,MIN,-10.5,-7,-3.5
8001,2024-01-05 00:00:00,BOS,UTA,-14.0,-29,15.0
5112,2021-11-12 00:00:00,BOS,MIL,1.0,-9,10.0
3354,2020-02-01 00:00:00,BOS,PHI,1.5,-21,22.5
1139,2018-03-31 00:00:00,BOS,TOR,4.5,-11,15.5
4449,2021-03-29 00:00:00,BOS,NOP,-3.0,6,-9.0
3555,2020-03-06 00:00:00,BOS,UTA,-1.5,5,-6.5
4682,2021-04-27 00:00:00,BOS,OKC,-11.0,4,-15.0
856,2018-02-14 00:00:00,BOS,LAC,-5.0,10,-15.0
4536,2021-04-09 00:00:00,BOS,MIN,-8.5,-9,0.5
3339,2020-01-30 00:00:00,BOS,GSW,-13.0,-15,2.0
8248,2024-02-07 00:00:00,BOS,ATL,-12.0,-8,-4.0
4690,2021-04-28 00:00:00,BOS,CHA,-6.5,-9,2.5
1015,2018-03-14 00:00:00,BOS,WAS,4.0,1,3.0
5675,2022-01-31 00:00:00,BOS,MIA,-6.5,-30,23.5
4465,2021-03-31 00:00:00,BOS,DAL,-1.0,5,-6.0
5193,2021-11-22 00:00:00,BOS,HOU,-11.5,-18,6.5
5688,2022-02-02 00:00:00,BOS,CHA,-6.5,-6,-0.5
4513,2021-04-06 00:00:00,BOS,PHI,1.0,10,-9.0
4705,2021-04-30 00:00:00,BOS,SAS,-5.0,-3,-2.0
4606,2021-04-17 00:00:00,BOS,GSW,-3.0,-5,2.0
4499,2021-04-04 00:00:00,BOS,CHA,-9.5,-30,20.5
1241,2018-04-17 00:00:00,BOS,MIL,-1.0,-14,13.0
4618,2021-04-19 00:00:00,BOS,CHI,-4.5,6,-10.5
1262,2018-04-24 00:00:00,BOS,MIL,-4.5,-5,0.5
8380,2024-03-01 00:00:00,BOS,DAL,-8.5,-28,19.5
4480,2021-04-02 00:00:00,BOS,HOU,-12.0,-16,4.0
4046,2021-01-30 00:00:00,BOS,LAL,3.5,1,2.5
5180,2021-11-20 00:00:00,BOS,OKC,-9.0,-6,-3.0
3393,2020-02-07 00:00:00,BOS,ATL,-12.5,-5,-7.5
160,2017-11-08 00:00:00,BOS,LAL,-6.5,-11,4.5
4522,2021-04-07 00:00:00,BOS,NYK,-3.0,-2,-1.0
3379,2020-02-05 00:00:00,BOS,ORL,-5.5,-16,10.5
3514,2020-02-29 00:00:00,BOS,HOU,1.0,1,0.0
1234,2018-04-15 00:00:00,BOS,MIL,-4.0,-6,2.0
5770,2022-02-13 00:00:00,BOS,ATL,-7.5,-10,2.5
5756,2022-02-11 00:00:00,BOS,DEN,-7.0,-6,-1.0
8300,2024-02-14 00:00:00,BOS,BKN,-11.5,-50,38.5
897,2018-02-26 00:00:00,BOS,MEM,-11.5,-11,-0.5
108,2017-11-01 00:00:00,BOS,SAC,-11.5,-27,15.5
5170,2021-11-19 00:00:00,BOS,LAL,1.5,-22,23.5
3440,2020-02-13 00:00:00,BOS,LAC,-1.0,-8,7.0
997,2018-03-11 00:00:00,BOS,IND,-4.5,2,-6.5
4643,2021-04-22 00:00:00,BOS,PHX,1.5,-13,14.5
8263,2024-02-09 00:00:00,BOS,WAS,-18.0,-4,-14.0
91,2017-10-30 00:00:00,BOS,SAS,-3.5,-14,10.5
3751,2020-09-17 00:00:00,BOS,MIA,-3.0,5,-8.0
5446,2021-12-29 00:00:00,BOS,LAC,-6.0,9,-15.0
3749,2020-09-15 00:00:00,BOS,MIA,-2.0,3,-5.0
833,2018-02-11 00:00:00,BOS,CLE,-5.0,22,-27.0
3822,2020-12-30 00:00:00,BOS,MEM,-7.0,-19,12.0
8204,2024-02-01 00:00:00,BOS,LAL,-15.0,9,-24.0
3758,2020-09-25 00:00:00,BOS,MIA,-3.5,-13,9.5
4180,2021-02-17 00:00:00,BOS,ATL,-2.0,8,-10.0
1196,2018-04-08 00:00:00,BOS,ATL,-9.5,6,-15.5
4244,2021-02-26 00:00:00,BOS,IND,-2.5,-6,3.5
4173,2021-02-16 00:00:00,BOS,DEN,-2.0,-13,11.0
5479,2022-01-05 00:00:00,BOS,SAS,-7.5,2,-9.5
4261,2021-02-28 00:00:00,BOS,WAS,-6.5,-1,-5.5
4144,2021-02-12 00:00:00,BOS,DET,-7.0,6,-13.0
3742,2020-09-09 00:00:00,BOS,TOR,-3.0,3,-6.0
4957,2021-10-22 00:00:00,BOS,TOR,-7.0,32,-39.0
8180,2024-01-29 00:00:00,BOS,NOP,-8.0,-6,-2.0
5401,2021-12-22 00:00:00,BOS,CLE,-6.5,-10,3.5
8357,2024-02-27 00:00:00,BOS,PHI,-11.5,-18,6.5
5345,2021-12-13 00:00:00,BOS,MIL,1.0,-14,15.0
4881,2021-05-30 00:00:00,BOS,BKN,8.5,15,-6.5
4194,2021-02-19 00:00:00,BOS,ATL,-4.5,-12,7.5
1184,2018-04-06 00:00:00,BOS,CHI,-7.5,-7,-0.5
4873,2021-05-28 00:00:00,BOS,BKN,7.0,-6,13.0
3773,2020-12-23 00:00:00,BOS,MIL,4.5,-1,5.5
5370,2021-12-17 00:00:00,BOS,GSW,0.0,4,-4.0
8190,2024-01-30 00:00:00,BOS,IND,-8.0,-5,-3.0
818,2018-02-09 00:00:00,BOS,IND,-4.0,6,-10.0
8093,2024-01-17 00:00:00,BOS,SAS,-14.5,-19,4.5
4848,2021-05-18 00:00:00,BOS,WAS,1.5,-18,19.5
5389,2021-12-20 00:00:00,BOS,PHI,-3.0,5,-8.0
3783,2020-12-25 00:00:00,BOS,BKN,3.0,28,-25.0
5377,2021-12-18 00:00:00,BOS,NYK,0.0,-7,7.0
3734,2020-09-05 00:00:00,BOS,TOR,1.0,7,-6.0
3730,2020-09-03 00:00:00,BOS,TOR,2.5,1,1.5
5504,2022-01-08 00:00:00,BOS,NYK,-8.0,-24,16.0
3652,2020-08-09 00:00:00,BOS,ORL,-8.5,-3,-5.5
8226,2024-02-04 00:00:00,BOS,MEM,-19.5,-40,20.5
3631,2020-08-05 00:00:00,BOS,BKN,-9.0,-34,25.0
5600,2022-01-21 00:00:00,BOS,POR,-8.5,4,-12.5
3609,2020-08-02 00:00:00,BOS,POR,-4.0,-4,0.0
767,2018-02-02 00:00:00,BOS,ATL,-7.0,-9,2.0
5583,2022-01-19 00:00:00,BOS,CHA,-3.0,9,-12.0
4345,2021-03-16 00:00:00,BOS,UTA,3.5,8,-4.5
4994,2021-10-27 00:00:00,BOS,WAS,-4.0,9,-13.0
5630,2022-01-25 00:00:00,BOS,SAC,-9.0,-53,44.0
4368,2021-03-19 00:00:00,BOS,SAC,-7.0,11,-18.0
1218,2018-04-11 00:00:00,BOS,BKN,4.5,-13,17.5
4386,2021-03-21 00:00:00,BOS,ORL,-9.0,-16,7.0
3571,2020-03-08 00:00:00,BOS,OKC,-6.5,1,-7.5
4723,2021-05-02 00:00:00,BOS,POR,1.0,10,-9.0
5259,2021-12-01 00:00:00,BOS,PHI,-3.0,-1,-2.0
1057,2018-03-20 00:00:00,BOS,OKC,5.0,-1,6.0
3672,2020-08-13 00:00:00,BOS,WAS,2.0,6,-4.0
914,2018-02-28 00:00:00,BOS,CHA,-7.5,-28,20.5
4276,2021-03-02 00:00:00,BOS,LAC,5.0,-5,10.0
4135,2021-02-11 00:00:00,BOS,TOR,-2.5,-14,11.5
5518,2022-01-10 00:00:00,BOS,IND,-9.0,-3,-6.0
4291,2021-03-04 00:00:00,BOS,TOR,-8.0,-7,-1.0
3694,2020-08-19 00:00:00,BOS,PHI,-4.5,-27,22.5
784,2018-02-04 00:00:00,BOS,POR,2.0,-1,3.0
4778,2021-05-09 00:00:00,BOS,MIA,1.0,6,-5.0
3686,2020-08-17 00:00:00,BOS,PHI,-6.0,-8,2.0
3889,2021-01-08 00:00:00,BOS,WAS,-3.5,-9,5.5
8166,2024-01-27 00:00:00,BOS,LAC,-7.0,19,-26.0
8064,2024-01-13 00:00:00,BOS,HOU,-14.5,-32,17.5
5558,2022-01-15 00:00:00,BOS,CHI,-7.5,-2,-5.5
5566,2022-01-17 00:00:00,BOS,NOP,-4.5,-12,7.5
8107,2024-01-19 00:00:00,BOS,DEN,-7.0,2,-9.0
757,2018-01-31 00:00:00,BOS,NYK,-5.5,-30,24.5
4794,2021-05-11 00:00:00,BOS,MIA,1.5,8,-6.5
7662,2023-11-11 00:00:00,BOS,TOR,-9.0,-23,14.0
1277,2018-04-30 00:00:00,BOS,PHI,5.0,-16,21.0
2363,2019-03-18 00:00:00,BOS,DEN,-4.0,9,-13.0
456,2017-12-20 00:00:00,BOS,MIA,-9.0,1,-10.0
2345,2019-03-16 00:00:00,BOS,ATL,-10.5,-9,-1.5
2333,2019-03-14 00:00:00,BOS,SAC,-7.5,-6,-1.5
6908,2023-01-19 00:00:00,BOS,GSW,-6.5,-3,-3.5
7777,2023-11-28 00:00:00,BOS,CHI,-12.5,-27,14.5
2256,2019-03-03 00:00:00,BOS,HOU,-2.0,11,-13.0
6960,2023-01-26 00:00:00,BOS,NYK,-8.5,3,-11.5
1516,2018-11-14 00:00:00,BOS,CHI,-12.5,-29,16.5
2241,2019-03-01 00:00:00,BOS,WAS,-10.0,-11,1.0
6978,2023-01-28 00:00:00,BOS,LAL,-8.0,-4,-4.0
2226,2019-02-27 00:00:00,BOS,POR,-2.5,5,-7.5
422,2017-12-15 00:00:00,BOS,UTA,-4.5,12,-16.5
7000,2023-02-01 00:00:00,BOS,BKN,-9.0,-43,34.0
1527,2018-11-16 00:00:00,BOS,TOR,-2.0,-7,5.0
7016,2023-02-03 00:00:00,BOS,PHX,-10.0,12,-22.0
214,2017-11-16 00:00:00,BOS,GSW,7.0,-4,11.0
406,2017-12-13 00:00:00,BOS,DEN,-6.0,-6,0.0
7052,2023-02-08 00:00:00,BOS,PHI,-2.5,-7,4.5
7066,2023-02-10 00:00:00,BOS,CHA,-10.5,-11,0.5
7764,2023-11-26 00:00:00,BOS,ATL,-7.0,-10,3.0
7083,2023-02-12 00:00:00,BOS,MEM,-3.0,-10,7.0
1540,2018-11-17 00:00:00,BOS,UTA,-4.0,12,-16.0
2166,2019-02-13 00:00:00,BOS,DET,-3.5,-8,4.5
8627,2024-04-03 00:00:00,BOS,OKC,-12.0,-35,23.0
6850,2023-01-11 00:00:00,BOS,NOP,-9.0,-11,2.0
7105,2023-02-15 00:00:00,BOS,DET,-12.0,-18,6.0
6835,2023-01-09 00:00:00,BOS,CHI,-9.0,-8,-1.0
2441,2019-03-29 00:00:00,BOS,IND,-7.0,-2,-5.0
6531,2022-11-28 00:00:00,BOS,CHA,-11.5,-35,23.5
8519,2024-03-20 00:00:00,BOS,MIL,-10.5,-3,-7.5
6544,2022-11-30 00:00:00,BOS,MIA,-9.5,-13,3.5
1426,2018-11-01 00:00:00,BOS,MIL,-2.5,-4,1.5
2695,2019-11-01 00:00:00,BOS,NYK,-9.0,-2,-7.0
6558,2022-12-02 00:00:00,BOS,MIA,-7.0,4,-11.0
2682,2019-10-30 00:00:00,BOS,MIL,3.5,-11,14.5
516,2017-12-28 00:00:00,BOS,HOU,2.0,-1,3.0
2640,2019-10-25 00:00:00,BOS,TOR,-2.5,-6,3.5
2597,2019-05-06 00:00:00,BOS,MIL,-1.0,12,-13.0
2592,2019-05-03 00:00:00,BOS,MIL,-2.0,7,-9.0
6659,2022-12-16 00:00:00,BOS,ORL,-13.0,8,-21.0
2555,2019-04-17 00:00:00,BOS,IND,-7.5,-8,0.5
2546,2019-04-14 00:00:00,BOS,IND,-7.5,-10,2.5
6674,2022-12-18 00:00:00,BOS,ORL,-10.5,3,-13.5
494,2017-12-25 00:00:00,BOS,WAS,-4.0,8,-12.0
6699,2022-12-21 00:00:00,BOS,IND,-9.5,5,-14.5
6712,2022-12-23 00:00:00,BOS,MIN,-9.5,-12,2.5
484,2017-12-23 00:00:00,BOS,CHI,-8.0,-25,17.0
2514,2019-04-07 00:00:00,BOS,ORL,-4.0,8,-12.0
6724,2022-12-25 00:00:00,BOS,MIL,-5.5,-21,15.5
6736,2022-12-27 00:00:00,BOS,HOU,-15.0,-24,9.0
7801,2023-12-01 00:00:00,BOS,PHI,-12.0,-6,-6.0
2465,2019-04-01 00:00:00,BOS,MIA,-7.0,-5,-2.0
5843,2022-03-01 00:00:00,BOS,ATL,-6.5,-9,2.5
2411,2019-03-24 00:00:00,BOS,SAS,1.5,19,-17.5
2140,2019-02-09 00:00:00,BOS,LAC,-11.5,11,-22.5
2125,2019-02-07 00:00:00,BOS,LAL,-9.0,1,-10.0
8640,2024-04-05 00:00:00,BOS,SAC,-9.0,-1,-8.0
1810,2018-12-25 00:00:00,BOS,PHI,-5.0,-7,2.0
1800,2018-12-23 00:00:00,BOS,CHA,-7.5,-16,8.5
7459,2023-04-15 00:00:00,BOS,ATL,-10.0,-13,3.0
1630,2018-11-30 00:00:00,BOS,CLE,-12.5,-33,20.5
7468,2023-04-18 00:00:00,BOS,ATL,-10.0,-13,3.0
291,2017-11-27 00:00:00,BOS,DET,-6.5,10,-16.5
1784,2018-12-21 00:00:00,BOS,MIL,1.5,13,-11.5
7490,2023-04-25 00:00:00,BOS,ATL,-13.5,2,-15.5
7503,2023-05-01 00:00:00,BOS,PHI,-10.5,4,-14.5
7507,2023-05-03 00:00:00,BOS,PHI,-7.5,-34,26.5
7517,2023-05-09 00:00:00,BOS,PHI,-8.0,12,-20.0
7525,2023-05-14 00:00:00,BOS,PHI,-6.0,-24,18.0
7527,2023-05-17 00:00:00,BOS,MIA,-8.5,7,-15.5
7529,2023-05-19 00:00:00,BOS,MIA,-10.0,6,-16.0
1769,2018-12-19 00:00:00,BOS,PHX,-11.5,8,-19.5
7534,2023-05-25 00:00:00,BOS,MIA,-8.5,-13,4.5
7536,2023-05-29 00:00:00,BOS,MIA,-7.5,19,-26.5
268,2017-11-24 00:00:00,BOS,ORL,-6.5,-15,8.5
