Date,Team,OppTeam,Spread,O/U,Location
2017-10-17,CLE,BOS,-4.5,216.0,home
2017-10-17,HOU,GSW,9.5,231.0,away
2017-10-17,BOS,CLE,4.5,216.0,away
2017-10-17,GSW,HOU,-9.5,231.0,home
2017-10-18,IND,BKN,-3.0,216.5,home
2017-10-18,HOU,SAC,-7.0,216.5,away
2017-10-18,POR,PHX,-2.5,219.5,away
2017-10-18,MIN,SAS,1.0,203.5,away
2017-10-18,DET,CHA,-2.5,202.0,home
2017-10-18,DEN,UTA,2.5,205.0,away
2017-10-18,ATL,DAL,5.5,199.0,away
2017-10-18,NOP,MEM,2.0,204.5,away
2017-10-18,MIL,BOS,1.5,203.0,away
2017-10-18,PHI,WAS,6.5,217.5,away
2017-10-18,MIA,ORL,-3.5,205.5,away
2017-10-18,CHA,DET,2.5,202.0,away
2017-10-18,BKN,IND,3.0,216.5,away
2017-10-18,DAL,ATL,-5.5,199.0,home
2017-10-18,SAC,HOU,7.0,216.5,home
2017-10-18,PHX,POR,2.5,219.5,home
2017-10-18,SAS,MIN,-1.0,203.5,home
2017-10-18,UTA,DEN,-2.5,205.0,home
2017-10-18,MEM,NOP,-2.0,204.5,home
2017-10-18,BOS,MIL,-1.5,203.0,home
2017-10-18,WAS,PHI,-6.5,217.5,home
2017-10-18,ORL,MIA,3.5,205.5,home
2017-10-19,CHI,TOR,13.5,206.5,away
2017-10-19,LAC,LAL,-6.5,219.0,away
2017-10-19,NYK,OKC,12.0,215.5,away
2017-10-19,OKC,NYK,-12.0,215.5,home
2017-10-19,LAL,LAC,6.5,219.0,home
2017-10-19,TOR,CHI,-13.5,206.5,home
2017-10-20,POR,IND,-5.5,218.5,away
2017-10-20,GSW,NOP,-9.0,221.0,away
2017-10-20,SAC,DAL,6.0,202.0,away
2017-10-20,UTA,MIN,4.5,197.0,away
2017-10-20,CHA,ATL,-4.5,205.5,home
2017-10-20,ORL,BKN,2.0,226.5,away
2017-10-20,DET,WAS,6.5,211.5,away
2017-10-20,BOS,PHI,3.0,216.5,away
2017-10-20,CLE,MIL,1.0,209.5,away
2017-10-20,LAL,PHX,3.5,220.5,away
2017-10-20,IND,POR,5.5,218.5,home
2017-10-20,ATL,CHA,4.5,205.5,away
2017-10-20,MIL,CLE,-1.0,209.5,home
2017-10-20,PHI,BOS,-3.0,216.5,home
2017-10-20,WAS,DET,-6.5,211.5,home
2017-10-20,BKN,ORL,-2.0,226.5,home
2017-10-20,MIN,UTA,-4.5,197.0,home
2017-10-20,DAL,SAC,-6.0,202.0,home
2017-10-20,NOP,GSW,9.0,221.0,home
2017-10-20,PHX,LAL,-3.5,220.5,home
2017-10-21,TOR,PHI,-9.0,219.0,home
2017-10-21,CHI,SAS,10.5,200.5,home
2017-10-21,CLE,ORL,-11.5,216.0,home
2017-10-21,HOU,DAL,-11.5,216.0,home
2017-10-21,UTA,OKC,4.0,200.0,home
2017-10-21,MIL,POR,-3.0,208.5,home
2017-10-21,LAC,PHX,-13.5,219.5,home
2017-10-21,MEM,GSW,8.5,213.0,home
2017-10-21,NYK,DET,1.0,204.5,home
2017-10-21,GSW,MEM,-8.5,213.0,away
2017-10-21,PHI,TOR,9.0,219.0,away
2017-10-21,DAL,HOU,11.5,216.0,away
2017-10-21,POR,MIL,3.0,208.5,away
2017-10-21,PHX,LAC,13.5,219.5,away
2017-10-21,OKC,UTA,-4.0,200.0,away
2017-10-21,SAC,DEN,12.5,212.5,away
2017-10-21,IND,MIA,9.5,214.0,away
2017-10-21,DET,NYK,-1.0,204.5,away
2017-10-21,DEN,SAC,-12.5,212.5,home
2017-10-21,MIA,IND,-9.5,214.0,home
2017-10-21,SAS,CHI,-10.5,200.5,away
2017-10-21,ORL,CLE,11.5,216.0,away
2017-10-22,BKN,ATL,-1.0,220.0,home
2017-10-22,OKC,MIN,-4.0,212.0,home
2017-10-22,LAL,NOP,5.5,222.0,home
2017-10-22,NOP,LAL,-5.5,222.0,away
2017-10-22,MIN,OKC,4.0,212.0,away
2017-10-22,ATL,BKN,1.0,220.0,away
2017-10-23,SAC,PHX,-2.5,206.5,away
2017-10-23,CHA,MIL,6.5,203.5,away
2017-10-23,PHI,DET,3.5,213.5,away
2017-10-23,MEM,HOU,8.0,213.5,away
2017-10-23,ATL,MIA,10.5,205.0,away
2017-10-23,GSW,DAL,-13.5,217.0,away
2017-10-23,TOR,SAS,2.5,201.5,away
2017-10-23,WAS,DEN,5.0,224.5,away
2017-10-23,PHX,SAC,2.5,206.5,home
2017-10-23,SAS,TOR,-2.5,201.5,home
2017-10-23,DEN,WAS,-5.0,224.5,home
2017-10-23,DAL,GSW,13.5,217.0,home
2017-10-23,MIA,ATL,-10.5,205.0,home
2017-10-23,MIL,CHA,-6.5,203.5,home
2017-10-23,HOU,MEM,-8.0,213.5,home
2017-10-23,DET,PHI,-3.5,213.5,home
2017-10-24,POR,NOP,-5.0,216.5,home
2017-10-24,BKN,ORL,4.5,228.5,away
2017-10-24,NOP,POR,5.0,216.5,away
2017-10-24,NYK,BOS,7.0,208.0,away
2017-10-24,IND,MIN,10.0,218.0,away
2017-10-24,CHI,CLE,15.5,205.5,away
2017-10-24,BOS,NYK,-7.0,208.0,home
2017-10-24,ORL,BKN,-4.5,228.5,home
2017-10-24,CLE,CHI,-15.5,205.5,home
2017-10-24,MIN,IND,-10.0,218.0,home
2017-10-24,LAC,UTA,-5.0,196.0,home
2017-10-24,UTA,LAC,5.0,196.0,away
2017-10-25,SAS,MIA,-3.0,196.5,away
2017-10-25,CLE,BKN,-8.0,224.0,away
2017-10-25,HOU,PHI,-3.0,221.0,away
2017-10-25,MIN,DET,-1.5,209.0,away
2017-10-25,DEN,CHA,-2.5,211.5,away
2017-10-25,DAL,MEM,3.0,197.0,home
2017-10-25,MIA,SAS,3.0,196.5,home
2017-10-25,OKC,IND,-13.5,218.0,home
2017-10-25,PHX,UTA,7.5,205.0,home
2017-10-25,LAL,WAS,5.5,229.0,home
2017-10-25,TOR,GSW,12.5,230.0,away
2017-10-25,MEM,DAL,-3.0,197.0,away
2017-10-25,IND,OKC,13.5,218.0,away
2017-10-25,WAS,LAL,-5.5,229.0,away
2017-10-25,GSW,TOR,-12.5,230.0,home
2017-10-25,CHA,DEN,2.5,211.5,home
2017-10-25,DET,MIN,1.5,209.0,home
2017-10-25,PHI,HOU,3.0,221.0,home
2017-10-25,UTA,PHX,-7.5,205.0,away
2017-10-25,BKN,CLE,8.0,224.0,home
2017-10-26,POR,LAC,-2.0,216.5,home
2017-10-26,NOP,SAC,1.0,204.0,away
2017-10-26,LAC,POR,2.0,216.5,away
2017-10-26,DAL,MEM,7.5,194.5,away
2017-10-26,BOS,MIL,4.5,206.5,away
2017-10-26,CHI,ATL,-2.0,200.0,home
2017-10-26,SAC,NOP,-1.0,204.0,home
2017-10-26,ATL,CHI,2.0,200.0,away
2017-10-26,MEM,DAL,-7.5,194.5,home
2017-10-26,MIL,BOS,-4.5,206.5,home
2017-10-27,NYK,BKN,-2.0,222.5,home
2017-10-27,ATL,DEN,7.5,210.0,home
2017-10-27,ORL,SAS,5.5,207.0,home
2017-10-27,CHA,HOU,2.5,214.5,home
2017-10-27,HOU,CHA,-2.5,214.5,away
2017-10-27,TOR,LAL,-6.0,221.0,away
2017-10-27,WAS,GSW,12.0,230.5,away
2017-10-27,OKC,MIN,-2.0,218.0,away
2017-10-27,BKN,NYK,2.0,222.5,away
2017-10-27,LAL,TOR,6.0,221.0,home
2017-10-27,DEN,ATL,-7.5,210.0,away
2017-10-27,SAS,ORL,-5.5,207.0,away
2017-10-27,GSW,WAS,-12.0,230.5,home
2017-10-27,MIN,OKC,2.0,218.0,home
2017-10-28,DAL,PHI,1.0,205.0,home
2017-10-28,DET,LAC,8.0,206.0,away
2017-10-28,BOS,MIA,-1.0,204.5,away
2017-10-28,CLE,NOP,-2.5,220.0,away
2017-10-28,OKC,CHI,-8.5,203.5,away
2017-10-28,HOU,MEM,2.0,202.0,away
2017-10-28,PHI,DAL,-1.0,205.0,away
2017-10-28,LAL,UTA,11.0,202.0,away
2017-10-28,PHX,POR,12.0,218.0,away
2017-10-28,LAC,DET,-8.0,206.0,home
2017-10-28,POR,PHX,-12.0,218.0,home
2017-10-28,MEM,HOU,-2.0,202.0,home
2017-10-28,CHI,OKC,8.5,203.5,home
2017-10-28,NOP,CLE,2.5,220.0,home
2017-10-28,MIA,BOS,1.0,204.5,home
2017-10-28,UTA,LAL,-11.0,202.0,home
2017-10-29,SAS,IND,-6.5,208.5,away
2017-10-29,DEN,BKN,-5.5,222.5,away
2017-10-29,ORL,CHA,4.0,210.5,away
2017-10-29,WAS,SAC,-7.5,208.5,away
2017-10-29,NYK,CLE,10.5,212.5,away
2017-10-29,DET,GSW,14.5,221.0,away
2017-10-29,CHA,ORL,-4.0,210.5,home
2017-10-29,BKN,DEN,5.5,222.5,home
2017-10-29,IND,SAS,6.5,208.5,home
2017-10-29,ATL,MIL,6.0,199.5,home
2017-10-29,GSW,DET,-14.5,221.0,home
2017-10-29,SAC,WAS,7.5,208.5,home
2017-10-29,CLE,NYK,-10.5,212.5,home
2017-10-29,MIL,ATL,-6.0,199.5,away
2017-10-30,LAC,GSW,6.0,223.0,home
2017-10-30,UTA,DAL,-8.5,190.5,home
2017-10-30,BOS,SAS,-3.5,193.5,home
2017-10-30,HOU,PHI,-7.0,215.0,home
2017-10-30,PHI,HOU,7.0,215.0,away
2017-10-30,SAS,BOS,3.5,193.5,away
2017-10-30,MIN,MIA,-3.0,216.5,away
2017-10-30,DEN,NYK,-4.5,211.5,away
2017-10-30,CHA,MEM,5.5,194.5,away
2017-10-30,TOR,POR,4.0,211.5,away
2017-10-30,GSW,LAC,-6.0,223.0,away
2017-10-30,DAL,UTA,8.5,190.5,away
2017-10-30,MIA,MIN,3.0,216.5,home
2017-10-30,NYK,DEN,4.5,211.5,home
2017-10-30,POR,TOR,-4.0,211.5,home
2017-10-30,MEM,CHA,-5.5,194.5,home
2017-10-30,NOP,ORL,-7.5,223.0,home
2017-10-30,ORL,NOP,7.5,223.0,away
2017-10-31,MIL,OKC,2.5,210.0,home
2017-10-31,IND,SAC,-5.5,206.5,home
2017-10-31,BKN,PHX,-4.5,230.0,home
2017-10-31,LAL,DET,3.0,207.0,home
2017-10-31,DET,LAL,-3.0,207.0,away
2017-10-31,OKC,MIL,-2.5,210.0,away
2017-10-31,PHX,BKN,4.5,230.0,away
2017-10-31,SAC,IND,5.5,206.5,away
2017-11-01,NYK,HOU,5.5,214.0,home
2017-11-01,MEM,ORL,-2.5,205.5,home
2017-11-01,NOP,MIN,-2.0,224.5,home
2017-11-01,DEN,TOR,-2.0,217.0,home
2017-11-01,UTA,POR,-3.5,191.5,home
2017-11-01,LAC,DAL,-10.5,207.0,home
2017-11-01,CHA,MIL,-4.0,203.0,home
2017-11-01,CLE,IND,-10.0,217.5,home
2017-11-01,PHI,ATL,-7.5,209.0,home
2017-11-01,MIA,CHI,-10.0,196.0,home
2017-11-01,WAS,PHX,-11.0,228.0,home
2017-11-01,BOS,SAC,-11.5,195.0,home
2017-11-01,ORL,MEM,2.5,205.5,away
2017-11-01,DAL,LAC,10.5,207.0,away
2017-11-01,POR,UTA,3.5,191.5,away
2017-11-01,TOR,DEN,2.0,217.0,away
2017-11-01,MIN,NOP,2.0,224.5,away
2017-11-01,HOU,NYK,-5.5,214.0,away
2017-11-01,SAC,BOS,11.5,195.0,away
2017-11-01,PHX,WAS,11.0,228.0,away
2017-11-01,ATL,PHI,7.5,209.0,away
2017-11-01,IND,CLE,10.0,217.5,away
2017-11-01,MIL,CHA,4.0,203.0,away
2017-11-01,CHI,MIA,10.0,196.0,away
2017-11-02,GSW,SAS,-8.5,219.5,away
2017-11-02,LAL,POR,6.0,212.0,away
2017-11-02,POR,LAL,-6.0,212.0,home
2017-11-02,SAS,GSW,8.5,219.5,home
2017-11-03,SAS,CHA,-4.5,200.5,home
2017-11-03,DEN,MIA,-5.5,216.5,home
2017-11-03,UTA,TOR,-1.5,195.0,home
2017-11-03,DAL,NOP,4.5,211.0,home
2017-11-03,NYK,PHX,-4.5,220.5,home
2017-11-03,ORL,CHI,-7.5,204.5,home
2017-11-03,WAS,CLE,-3.5,224.5,home
2017-11-03,PHI,IND,-5.0,217.0,home
2017-11-03,NOP,DAL,-4.5,211.0,away
2017-11-03,OKC,BOS,-6.5,207.0,home
2017-11-03,ATL,HOU,9.0,214.0,home
2017-11-03,LAL,BKN,-3.0,227.5,home
2017-11-03,PHX,NYK,4.5,220.5,away
2017-11-03,TOR,UTA,1.5,195.0,away
2017-11-03,MIA,DEN,5.5,216.5,away
2017-11-03,CHA,SAS,4.5,200.5,away
2017-11-03,BKN,LAL,3.0,227.5,away
2017-11-03,HOU,ATL,-9.0,214.0,away
2017-11-03,BOS,OKC,6.5,207.0,away
2017-11-03,MIL,DET,1.5,204.0,away
2017-11-03,IND,PHI,5.0,217.0,away
2017-11-03,CLE,WAS,3.5,224.5,away
2017-11-03,DET,MIL,-1.5,204.0,home
2017-11-03,CHI,ORL,7.5,204.5,away
2017-11-04,GSW,DEN,-9.0,232.5,away
2017-11-04,CHI,NOP,5.5,199.5,home
2017-11-04,DAL,MIN,12.0,214.0,away
2017-11-04,NOP,CHI,-5.5,199.5,away
2017-11-04,MIN,DAL,-12.0,214.0,home
2017-11-04,SAC,DET,9.0,195.5,away
2017-11-04,MEM,LAC,5.0,199.5,away
2017-11-04,DET,SAC,-9.0,195.5,home
2017-11-04,LAC,MEM,-5.0,199.5,home
2017-11-04,DEN,GSW,9.0,232.5,home
2017-11-05,MIN,CHA,-5.0,218.0,home
2017-11-05,CLE,ATL,-11.5,220.5,home
2017-11-05,LAC,MIA,-5.5,205.0,home
2017-11-05,POR,OKC,3.0,211.5,home
2017-11-05,TOR,WAS,-6.5,213.5,home
2017-11-05,ORL,BOS,3.5,209.5,home
2017-11-05,LAL,MEM,2.5,206.5,home
2017-11-05,HOU,UTA,-6.0,205.0,home
2017-11-05,SAS,PHX,-9.5,211.5,home
2017-11-05,NYK,IND,1.0,216.0,home
2017-11-05,ATL,CLE,11.5,220.5,away
2017-11-05,MEM,LAL,-2.5,206.5,away
2017-11-05,CHA,MIN,5.0,218.0,away
2017-11-05,IND,NYK,-1.0,216.0,away
2017-11-05,PHX,SAS,9.5,211.5,away
2017-11-05,OKC,POR,-3.0,211.5,away
2017-11-05,WAS,TOR,6.5,213.5,away
2017-11-05,BOS,ORL,-3.5,209.5,away
2017-11-05,MIA,LAC,5.5,205.0,away
2017-11-05,UTA,HOU,6.0,205.0,away
2017-11-06,BOS,ATL,-8.0,204.0,away
2017-11-06,BKN,PHX,-1.0,233.5,away
2017-11-06,MIA,GSW,14.5,223.5,away
2017-11-06,PHX,BKN,1.0,233.5,home
2017-11-06,ATL,BOS,8.0,204.0,home
2017-11-06,GSW,MIA,-14.5,223.5,home
2017-11-07,OKC,SAC,-10.5,202.5,away
2017-11-07,DEN,BKN,-12.5,230.0,home
2017-11-07,SAC,OKC,10.5,202.5,home
2017-11-07,POR,MEM,-2.5,200.5,home
2017-11-07,UTA,PHI,-6.5,203.5,home
2017-11-07,SAS,LAC,-4.0,204.0,home
2017-11-07,IND,NOP,1.5,218.5,home
2017-11-07,NYK,CHA,2.0,209.0,home
2017-11-07,WAS,DAL,-10.0,213.5,home
2017-11-07,CLE,MIL,-5.0,221.5,home
2017-11-07,TOR,CHI,-11.5,201.0,home
2017-11-07,BKN,DEN,12.5,230.0,away
2017-11-07,MEM,POR,2.5,200.5,away
2017-11-07,CHI,TOR,11.5,201.0,away
2017-11-07,LAC,SAS,4.0,204.0,away
2017-11-07,NOP,IND,-1.5,218.5,away
2017-11-07,CHA,NYK,-2.0,209.0,away
2017-11-07,DAL,WAS,10.0,213.5,away
2017-11-07,MIL,CLE,5.0,221.5,away
2017-11-07,PHI,UTA,6.5,203.5,away
2017-11-08,MIA,PHX,-6.0,217.0,away
2017-11-08,LAL,BOS,6.5,214.5,away
2017-11-08,NYK,ORL,8.5,215.0,away
2017-11-08,IND,DET,6.5,210.0,away
2017-11-08,ORL,NYK,-8.5,215.0,home
2017-11-08,GSW,MIN,-8.5,227.0,home
2017-11-08,DET,IND,-6.5,210.0,home
2017-11-08,BOS,LAL,-6.5,214.5,home
2017-11-08,MIN,GSW,8.5,227.0,away
2017-11-08,PHX,MIA,6.0,217.0,home
2017-11-09,DEN,OKC,1.5,215.5,home
2017-11-09,HOU,CLE,-5.5,228.5,home
2017-11-09,TOR,NOP,-5.0,215.0,home
2017-11-09,CLE,HOU,5.5,228.5,away
2017-11-09,OKC,DEN,-1.5,215.5,away
2017-11-09,LAL,WAS,9.5,224.0,away
2017-11-09,NOP,TOR,5.0,215.0,away
2017-11-09,PHI,SAC,-6.5,208.0,away
2017-11-09,WAS,LAL,-9.5,224.0,home
2017-11-09,SAC,PHI,6.5,208.0,home
2017-11-10,DET,ATL,-7.5,209.0,home
2017-11-10,ATL,DET,7.5,209.0,away
2017-11-10,CHA,BOS,3.0,204.5,away
2017-11-10,IND,CHI,-3.5,202.0,away
2017-11-10,ORL,PHX,-3.5,227.0,away
2017-11-10,MIL,SAS,4.5,204.5,away
2017-11-10,MIA,UTA,2.5,194.0,away
2017-11-10,POR,BKN,-8.5,218.5,home
2017-11-10,UTA,MIA,-2.5,194.0,home
2017-11-10,SAS,MIL,-4.5,204.5,home
2017-11-10,PHX,ORL,3.5,227.0,home
2017-11-10,OKC,LAC,-5.5,210.0,home
2017-11-10,CHI,IND,3.5,202.0,home
2017-11-10,BOS,CHA,-3.0,204.5,home
2017-11-10,BKN,POR,8.5,218.5,away
2017-11-10,LAC,OKC,5.5,210.0,away
2017-11-11,SAS,CHI,-10.0,189.5,home
2017-11-11,PHX,MIN,10.0,232.0,home
2017-11-11,UTA,BKN,-7.0,208.5,home
2017-11-11,CHI,SAS,10.0,189.5,away
2017-11-11,MEM,HOU,7.0,210.0,away
2017-11-11,LAL,MIL,6.5,217.5,away
2017-11-11,ATL,WAS,10.0,216.5,away
2017-11-11,LAC,NOP,6.0,218.0,away
2017-11-11,CLE,DAL,-6.0,214.0,away
2017-11-11,SAC,NYK,6.5,201.5,away
2017-11-11,ORL,DEN,9.0,216.5,away
2017-11-11,PHI,GSW,13.0,232.0,away
2017-11-11,GSW,PHI,-13.0,232.0,home
2017-11-11,MIN,PHX,-10.0,232.0,away
2017-11-11,BKN,UTA,7.0,208.5,away
2017-11-11,NYK,SAC,-6.5,201.5,home
2017-11-11,DEN,ORL,-9.0,216.5,home
2017-11-11,DAL,CLE,6.0,214.0,home
2017-11-11,NOP,LAC,-6.0,218.0,home
2017-11-11,MIL,LAL,-6.5,217.5,home
2017-11-11,HOU,MEM,-7.0,210.0,home
2017-11-11,WAS,ATL,-10.0,216.5,home
2017-11-12,DAL,OKC,10.0,203.0,away
2017-11-12,HOU,IND,-3.5,226.0,away
2017-11-12,TOR,BOS,-3.5,202.0,away
2017-11-12,MIA,DET,2.0,200.5,away
2017-11-12,IND,HOU,3.5,226.0,home
2017-11-12,DET,MIA,-2.0,200.5,home
2017-11-12,BOS,TOR,3.5,202.0,home
2017-11-12,OKC,DAL,-10.0,203.0,home
2017-11-13,CLE,NYK,-5.0,221.5,away
2017-11-13,LAL,PHX,1.0,230.0,away
2017-11-13,ATL,NOP,9.5,217.0,away
2017-11-13,MEM,MIL,4.0,200.0,away
2017-11-13,PHX,LAL,-1.0,230.0,home
2017-11-13,PHI,LAC,2.0,223.0,away
2017-11-13,POR,DEN,1.0,212.5,home
2017-11-13,GSW,ORL,-12.5,223.5,home
2017-11-13,SAC,WAS,11.0,208.0,away
2017-11-13,MIN,UTA,-3.0,210.0,away
2017-11-13,UTA,MIN,3.0,210.0,home
2017-11-13,ORL,GSW,12.5,223.5,away
2017-11-13,DEN,POR,-1.0,212.5,away
2017-11-13,LAC,PHI,-2.0,223.0,home
2017-11-13,WAS,SAC,-11.0,208.0,home
2017-11-13,NYK,CLE,5.0,221.5,home
2017-11-13,MIL,MEM,-4.0,200.0,home
2017-11-13,NOP,ATL,-9.5,217.0,home
2017-11-14,DAL,SAS,6.0,200.0,home
2017-11-14,SAS,DAL,-6.0,200.0,away
2017-11-14,HOU,TOR,-6.5,218.0,home
2017-11-14,BKN,BOS,6.5,209.5,home
2017-11-14,BOS,BKN,-6.5,209.5,away
2017-11-14,TOR,HOU,6.5,218.0,away
2017-11-15,UTA,NYK,3.5,202.5,away
2017-11-15,SAS,MIN,5.0,208.5,away
2017-11-15,WAS,MIA,2.0,211.5,away
2017-11-15,SAC,ATL,5.0,205.0,away
2017-11-15,TOR,NOP,3.0,218.0,away
2017-11-15,IND,MEM,3.0,203.5,away
2017-11-15,DET,MIL,5.0,205.0,away
2017-11-15,MEM,IND,-3.0,203.5,home
2017-11-15,MIL,DET,-5.0,205.0,home
2017-11-15,ORL,POR,5.5,214.0,away
2017-11-15,OKC,CHI,-13.0,204.5,home
2017-11-15,ATL,SAC,-5.0,205.0,home
2017-11-15,MIA,WAS,-2.0,211.5,home
2017-11-15,NYK,UTA,-3.5,202.5,home
2017-11-15,CHA,CLE,0.0,218.5,home
2017-11-15,CHI,OKC,13.0,204.5,away
2017-11-15,PHI,LAL,-4.0,220.5,away
2017-11-15,CLE,CHA,-0.0,218.5,away
2017-11-15,LAL,PHI,4.0,220.5,home
2017-11-15,MIN,SAS,-5.0,208.5,home
2017-11-15,NOP,TOR,-3.0,218.0,home
2017-11-15,POR,ORL,-5.5,214.0,home
2017-11-16,PHX,HOU,12.5,230.5,home
2017-11-16,HOU,PHX,-12.5,230.5,away
2017-11-16,GSW,BOS,-7.0,219.0,away
2017-11-16,BOS,GSW,7.0,219.0,home
2017-11-17,MIN,DAL,-6.0,211.5,away
2017-11-17,PHX,LAL,7.5,228.5,away
2017-11-17,LAC,CLE,6.5,223.0,away
2017-11-17,POR,SAC,-7.0,199.0,away
2017-11-17,CLE,LAC,-6.5,223.0,home
2017-11-17,BKN,UTA,1.5,209.5,home
2017-11-17,DAL,MIN,6.0,211.5,home
2017-11-17,DEN,NOP,-4.5,222.0,home
2017-11-17,SAS,OKC,1.5,200.0,home
2017-11-17,WAS,MIA,-4.5,205.5,home
2017-11-17,TOR,NYK,-7.5,217.0,home
2017-11-17,IND,DET,-1.0,211.5,home
2017-11-17,CHI,CHA,6.5,198.5,home
2017-11-17,SAC,POR,7.0,199.0,home
2017-11-17,NOP,DEN,4.5,222.0,away
2017-11-17,OKC,SAS,-1.5,200.0,away
2017-11-17,LAL,PHX,-7.5,228.5,home
2017-11-17,MIA,WAS,4.5,205.5,away
2017-11-17,CHA,CHI,-6.5,198.5,away
2017-11-17,NYK,TOR,7.5,217.0,away
2017-11-17,DET,IND,1.0,211.5,away
2017-11-17,UTA,BKN,-1.5,209.5,away
2017-11-18,HOU,MEM,-7.5,213.5,away
2017-11-18,PHI,GSW,9.0,233.0,home
2017-11-18,SAC,POR,12.0,194.5,away
2017-11-18,ATL,BOS,6.0,202.5,home
2017-11-18,ORL,UTA,-6.0,207.5,home
2017-11-18,CHA,LAC,-5.0,213.0,home
2017-11-18,DAL,MIL,6.0,203.5,home
2017-11-18,MEM,HOU,7.5,213.5,home
2017-11-18,POR,SAC,-12.0,194.5,home
2017-11-18,GSW,PHI,-9.0,233.0,away
2017-11-18,BOS,ATL,-6.0,202.5,away
2017-11-18,UTA,ORL,6.0,207.5,away
2017-11-18,LAC,CHA,5.0,213.0,away
2017-11-18,MIL,DAL,-6.0,203.5,away
2017-11-19,MIA,IND,-5.5,208.5,home
2017-11-19,DET,MIN,6.0,209.0,away
2017-11-19,LAL,DEN,5.0,222.5,home
2017-11-19,GSW,BKN,-11.5,230.0,away
2017-11-19,DEN,LAL,-5.0,222.5,away
2017-11-19,CHI,PHX,2.5,216.0,away
2017-11-19,MIN,DET,-6.0,209.0,home
2017-11-19,BKN,GSW,11.5,230.0,home
2017-11-19,WAS,TOR,6.5,208.5,away
2017-11-19,PHX,CHI,-2.5,216.0,home
2017-11-19,TOR,WAS,-6.5,208.5,home
2017-11-19,IND,MIA,5.5,208.5,away
2017-11-20,PHI,UTA,-6.0,210.0,home
2017-11-20,DAL,BOS,7.0,200.5,home
2017-11-20,NYK,LAC,2.0,209.0,home
2017-11-20,SAC,DEN,5.0,210.5,home
2017-11-20,SAS,ATL,-9.0,203.5,home
2017-11-20,NOP,OKC,2.5,213.5,home
2017-11-20,MIL,WAS,-3.5,208.0,home
2017-11-20,ORL,IND,-3.5,218.5,home
2017-11-20,DET,CLE,2.0,218.0,home
2017-11-20,MEM,POR,1.0,197.5,home
2017-11-20,CHA,MIN,-2.5,211.0,home
2017-11-20,UTA,PHI,6.0,210.0,away
2017-11-20,DEN,SAC,-5.0,210.5,away
2017-11-20,BOS,DAL,-7.0,200.5,away
2017-11-20,ATL,SAS,9.0,203.5,away
2017-11-20,OKC,NOP,-2.5,213.5,away
2017-11-20,CLE,DET,-2.0,218.0,away
2017-11-20,MIN,CHA,2.5,211.0,away
2017-11-20,LAC,NYK,-2.0,209.0,away
2017-11-20,WAS,MIL,3.5,208.0,away
2017-11-20,POR,MEM,-1.0,197.5,away
2017-11-20,IND,ORL,3.5,218.5,away
2017-11-21,LAL,CHI,-5.5,212.0,home
2017-11-21,CHI,LAL,5.5,212.0,away
2017-11-22,CLE,BKN,-11.0,228.0,home
2017-11-22,SAC,LAL,-1.0,205.5,home
2017-11-22,ATL,LAC,3.0,209.0,home
2017-11-22,UTA,CHI,-8.5,195.5,home
2017-11-22,MIN,ORL,-7.0,217.5,home
2017-11-22,MIA,BOS,1.5,196.0,home
2017-11-22,NYK,TOR,4.0,210.5,home
2017-11-22,CHA,WAS,-3.0,208.5,home
2017-11-22,MEM,DAL,-5.5,199.5,home
2017-11-22,NOP,SAS,-1.0,207.0,home
2017-11-22,PHI,POR,-4.0,211.0,home
2017-11-22,HOU,DEN,-8.5,223.0,home
2017-11-22,LAL,SAC,1.0,205.5,away
2017-11-22,ORL,MIN,7.0,217.5,away
2017-11-22,CHI,UTA,8.5,195.5,away
2017-11-22,OKC,GSW,5.5,221.5,home
2017-11-22,MIL,PHX,-2.0,219.0,away
2017-11-22,GSW,OKC,-5.5,221.5,away
2017-11-22,SAS,NOP,1.0,207.0,away
2017-11-22,DAL,MEM,5.5,199.5,away
2017-11-22,WAS,CHA,3.0,208.5,away
2017-11-22,TOR,NYK,-4.0,210.5,away
2017-11-22,BOS,MIA,-1.5,196.0,away
2017-11-22,LAC,ATL,-3.0,209.0,away
2017-11-22,POR,PHI,4.0,211.0,away
2017-11-22,BKN,CLE,11.0,228.0,away
2017-11-22,DEN,HOU,8.5,223.0,away
2017-11-22,PHX,MIL,2.0,219.0,home
2017-11-24,POR,BKN,-4.5,210.5,away
2017-11-24,DEN,MEM,-6.0,210.0,home
2017-11-24,PHX,NOP,6.5,226.5,home
2017-11-24,NOP,PHX,-6.5,226.5,away
2017-11-24,MEM,DEN,6.0,210.0,away
2017-11-24,CHI,GSW,16.0,211.5,away
2017-11-24,MIA,MIN,3.5,207.5,away
2017-11-24,DET,OKC,8.5,201.5,away
2017-11-24,TOR,IND,-2.0,216.5,away
2017-11-24,ORL,BOS,6.5,208.5,away
2017-11-24,CHA,CLE,5.5,217.5,away
2017-11-24,BKN,POR,4.5,210.5,home
2017-11-24,ATL,NYK,1.5,206.5,home
2017-11-24,BOS,ORL,-6.5,208.5,home
2017-11-24,IND,TOR,2.0,216.5,home
2017-11-24,CLE,CHA,-5.5,217.5,home
2017-11-24,OKC,DET,-8.5,201.5,home
2017-11-24,MIN,MIA,-3.5,207.5,home
2017-11-24,GSW,CHI,-16.0,211.5,home
2017-11-24,NYK,ATL,-1.5,206.5,away
