Date,Team,OppTeam,Spread,O/U,Location
2019-03-27,CHI,POR,9.5,216.0,home
2019-03-27,WAS,PHX,-1.5,230.5,away
2019-03-27,POR,CHI,-9.5,216.0,away
2019-03-27,UTA,LAL,-16.0,219.0,home
2019-03-28,LAC,MIL,10.0,231.0,away
2019-03-28,PHI,BKN,-7.0,231.5,home
2019-03-28,NYK,TOR,10.0,219.5,home
2019-03-28,BKN,PHI,7.0,231.5,away
2019-03-28,SAS,CLE,-12.0,217.0,home
2019-03-28,TOR,NYK,-10.0,219.5,away
2019-03-28,NOP,SAC,6.5,234.5,home
2019-03-28,ORL,DET,3.0,205.5,away
2019-03-28,DEN,HOU,6.0,216.5,away
2019-03-28,MIL,LAC,-10.0,231.0,home
2019-03-28,CLE,SAS,12.0,217.0,away
2019-03-28,SAC,NOP,-6.5,234.5,away
2019-03-28,MIA,DAL,-6.0,212.5,home
2019-03-28,HOU,DEN,-6.0,216.5,home
2019-03-28,DET,ORL,-3.0,205.5,home
2019-03-28,DAL,MIA,6.0,212.5,away
2019-03-29,IND,BOS,7.0,213.0,away
2019-03-29,OKC,DEN,-4.5,218.0,home
2019-03-29,UTA,WAS,-13.0,226.5,home
2019-03-29,DEN,OKC,4.5,218.0,away
2019-03-29,CHA,LAL,-2.0,229.5,away
2019-03-29,POR,ATL,-2.5,233.0,away
2019-03-29,GSW,MIN,-10.0,229.0,away
2019-03-29,LAL,CHA,2.0,229.5,home
2019-03-29,BOS,IND,-7.0,213.0,home
2019-03-29,MIN,GSW,10.0,229.0,home
2019-03-29,ATL,POR,2.5,233.0,home
2019-03-29,WAS,UTA,13.0,226.5,away
2019-03-30,NYK,MIA,7.0,209.0,home
2019-03-30,PHX,MEM,2.5,220.5,home
2019-03-30,MIN,PHI,4.5,229.5,home
2019-03-30,DET,POR,-5.5,216.0,home
2019-03-30,PHI,MIN,-4.5,229.5,away
2019-03-30,POR,DET,5.5,216.0,away
2019-03-30,CHI,TOR,10.5,214.0,home
2019-03-30,MEM,PHX,-2.5,220.5,away
2019-03-30,BKN,BOS,-4.0,223.0,home
2019-03-30,LAC,CLE,-9.0,228.5,home
2019-03-30,ORL,IND,1.5,205.5,away
2019-03-30,SAC,HOU,9.5,229.0,away
2019-03-30,BOS,BKN,4.0,223.0,away
2019-03-30,IND,ORL,-1.5,205.5,home
2019-03-30,CLE,LAC,9.0,228.5,away
2019-03-30,MIA,NYK,-7.0,209.0,away
2019-03-30,TOR,CHI,-10.5,214.0,away
2019-03-30,HOU,SAC,-9.5,229.0,home
2019-03-31,SAC,SAS,10.5,224.0,away
2019-03-31,NOP,LAL,-3.0,230.5,home
2019-03-31,GSW,CHA,-11.0,230.0,home
2019-03-31,OKC,DAL,-12.5,218.0,home
2019-03-31,ATL,MIL,2.0,230.5,home
2019-03-31,LAL,NOP,3.0,230.5,away
2019-03-31,DEN,WAS,-10.5,227.5,home
2019-03-31,LAC,MEM,-10.0,224.0,home
2019-03-31,CHA,GSW,11.0,230.0,away
2019-03-31,WAS,DEN,10.5,227.5,away
2019-03-31,SAS,SAC,-10.5,224.0,home
2019-03-31,MIL,ATL,-2.0,230.5,away
2019-03-31,DAL,OKC,12.5,218.0,away
2019-03-31,MEM,LAC,10.0,224.0,away
2019-04-01,DAL,PHI,4.5,219.5,home
2019-04-01,MIN,POR,3.0,225.0,home
2019-04-01,BKN,MIL,1.0,230.0,home
2019-04-01,NYK,CHI,-3.5,213.0,home
2019-04-01,IND,DET,-5.5,203.5,home
2019-04-01,PHX,CLE,-2.0,224.0,home
2019-04-01,BOS,MIA,-7.0,213.0,home
2019-04-01,UTA,CHA,-11.0,218.5,home
2019-04-01,CHA,UTA,11.0,218.5,away
2019-04-01,POR,MIN,-3.0,225.0,away
2019-04-01,TOR,ORL,-6.5,216.0,home
2019-04-01,CHI,NYK,3.5,213.0,away
2019-04-01,MIA,BOS,7.0,213.0,away
2019-04-01,DET,IND,5.5,203.5,away
2019-04-01,ORL,TOR,6.5,216.0,away
2019-04-01,CLE,PHX,2.0,224.0,away
2019-04-01,PHI,DAL,-4.5,219.5,away
2019-04-01,MIL,BKN,-1.0,230.0,away
2019-04-02,OKC,LAL,-12.5,226.0,home
2019-04-02,GSW,DEN,-8.5,220.0,home
2019-04-02,ATL,SAS,11.0,230.0,away
2019-04-02,LAL,OKC,12.5,226.0,away
2019-04-02,HOU,SAC,-5.5,225.5,away
2019-04-02,DEN,GSW,8.5,220.0,away
2019-04-02,SAC,HOU,5.5,225.5,home
2019-04-02,SAS,ATL,-11.0,230.0,home
2019-04-03,DAL,MIN,-2.5,227.0,home
2019-04-03,POR,MEM,-10.5,216.5,home
2019-04-03,SAS,DEN,4.5,214.5,away
2019-04-03,CHA,NOP,-4.5,229.5,away
2019-04-03,NOP,CHA,4.5,229.5,home
2019-04-03,TOR,BKN,-2.0,228.5,away
2019-04-03,PHX,UTA,10.5,219.5,home
2019-04-03,CHI,WAS,9.5,226.0,away
2019-04-03,ORL,NYK,-13.0,212.5,home
2019-04-03,DET,IND,-2.5,205.5,home
2019-04-03,IND,DET,2.5,205.5,away
2019-04-03,BKN,TOR,2.0,228.5,home
2019-04-03,DEN,SAS,-4.5,214.5,home
2019-04-03,LAC,HOU,2.5,229.0,home
2019-04-03,WAS,CHI,-9.5,226.0,home
2019-04-03,PHI,ATL,-4.5,239.0,away
2019-04-03,ATL,PHI,4.5,239.0,home
2019-04-03,NYK,ORL,13.0,212.5,away
2019-04-03,MIA,BOS,0.0,214.5,home
2019-04-03,MIN,DAL,2.5,227.0,away
2019-04-03,HOU,LAC,-2.5,229.0,away
2019-04-03,MEM,POR,10.5,216.5,away
2019-04-03,UTA,PHX,-10.5,219.5,away
2019-04-03,BOS,MIA,-0.0,214.5,away
2019-04-04,PHI,MIL,4.0,231.5,home
2019-04-04,MIL,PHI,-4.0,231.5,away
2019-04-04,LAL,GSW,13.5,227.0,home
2019-04-04,CLE,SAC,10.0,229.0,away
2019-04-04,GSW,LAL,-13.5,227.0,away
2019-04-04,SAC,CLE,-10.0,229.0,home
2019-04-05,PHX,NOP,2.5,228.5,home
2019-04-05,DAL,MEM,-4.0,211.5,home
2019-04-05,IND,BOS,1.0,213.5,home
2019-04-05,OKC,DET,-6.0,216.0,home
2019-04-05,DEN,POR,-6.0,216.5,home
2019-04-05,LAC,LAL,-11.5,228.0,home
2019-04-05,MIN,MIA,4.0,218.5,home
2019-04-05,LAL,LAC,11.5,228.0,away
2019-04-05,CLE,GSW,15.5,225.5,away
2019-04-05,POR,DEN,6.0,216.5,away
2019-04-05,NOP,PHX,-2.5,228.5,away
2019-04-05,SAC,UTA,10.0,222.0,away
2019-04-05,MEM,DAL,4.0,211.5,away
2019-04-05,DET,OKC,6.0,216.0,away
2019-04-05,MIA,MIN,-4.0,218.5,away
2019-04-05,BOS,IND,-1.0,213.5,away
2019-04-05,NYK,HOU,18.0,216.0,away
2019-04-05,CHA,TOR,6.0,224.0,home
2019-04-05,ORL,ATL,-9.0,225.5,home
2019-04-05,TOR,CHA,-6.0,224.0,away
2019-04-05,HOU,NYK,-18.0,216.0,home
2019-04-05,ATL,ORL,9.0,225.5,away
2019-04-05,GSW,CLE,-15.5,225.5,home
2019-04-05,SAS,WAS,-7.0,226.0,away
2019-04-05,UTA,SAC,-10.0,222.0,home
2019-04-05,WAS,SAS,7.0,226.0,home
2019-04-06,MIL,BKN,-3.5,235.5,home
2019-04-06,CHI,PHI,10.0,227.0,home
2019-04-06,BKN,MIL,3.5,235.5,away
2019-04-06,PHI,CHI,-10.0,227.0,away
2019-04-07,SAS,CLE,-8.5,219.0,away
2019-04-07,SAC,NOP,-12.0,232.5,home
2019-04-07,MIL,ATL,-11.5,235.0,home
2019-04-07,BOS,ORL,-4.0,218.0,home
2019-04-07,MIA,TOR,5.5,214.5,away
2019-04-07,NYK,WAS,4.0,226.0,home
2019-04-07,PHX,HOU,18.5,222.5,away
2019-04-07,CHA,DET,6.5,217.5,away
2019-04-07,BKN,IND,2.5,220.0,away
2019-04-07,MIN,OKC,6.5,229.5,home
2019-04-07,POR,DEN,-8.5,219.5,home
2019-04-07,GSW,LAC,-11.0,237.5,home
2019-04-07,LAL,UTA,12.0,216.5,home
2019-04-07,HOU,PHX,-18.5,222.5,home
2019-04-07,NOP,SAC,12.0,232.5,away
2019-04-07,DEN,POR,8.5,219.5,away
2019-04-07,LAC,GSW,11.0,237.5,away
2019-04-07,WAS,NYK,-4.0,226.0,away
2019-04-07,ORL,BOS,4.0,218.0,away
2019-04-07,DET,CHA,-6.5,217.5,home
2019-04-07,ATL,MIL,11.5,235.0,away
2019-04-07,UTA,LAL,-12.0,216.5,away
2019-04-07,DAL,MEM,-1.0,214.0,away
2019-04-07,TOR,MIA,-5.5,214.5,home
2019-04-07,OKC,MIN,-6.5,229.5,away
2019-04-07,CLE,SAS,8.5,219.0,home
2019-04-07,IND,BKN,-2.5,220.0,home
2019-04-07,MEM,DAL,1.0,214.0,home
2019-04-09,POR,LAL,-9.5,226.0,away
2019-04-09,DEN,UTA,2.0,212.5,away
2019-04-09,PHX,DAL,8.5,225.5,away
2019-04-09,GSW,NOP,-9.5,235.0,away
2019-04-09,MIA,PHI,-6.0,219.0,home
2019-04-09,MIN,TOR,7.5,227.0,home
2019-04-09,HOU,OKC,-3.0,229.5,away
2019-04-09,CHI,NYK,-2.0,215.0,home
2019-04-09,PHI,MIA,6.0,219.0,away
2019-04-09,TOR,MIN,-7.5,227.0,away
2019-04-09,BOS,WAS,5.0,222.5,away
2019-04-09,MEM,DET,11.5,210.0,away
2019-04-09,CHA,CLE,-8.5,220.5,away
2019-04-09,NYK,CHI,2.0,215.0,away
2019-04-09,WAS,BOS,-5.0,222.5,home
2019-04-09,CLE,CHA,8.5,220.5,home
2019-04-09,DET,MEM,-11.5,210.0,home
2019-04-09,NOP,GSW,9.5,235.0,home
2019-04-09,DAL,PHX,-8.5,225.5,home
2019-04-09,UTA,DEN,-2.0,212.5,home
2019-04-09,LAL,POR,9.5,226.0,home
2019-04-09,OKC,HOU,3.0,229.5,home
2019-04-10,MIN,DEN,12.5,218.5,away
2019-04-10,OKC,MIL,-4.5,227.5,away
2019-04-10,DAL,SAS,14.0,218.5,away
2019-04-10,CHI,PHI,6.0,218.5,away
2019-04-10,DET,NYK,-8.5,205.0,away
2019-04-10,GSW,MEM,-5.0,214.0,away
2019-04-10,ORL,CHA,4.0,217.5,away
2019-04-10,MIA,BKN,4.5,219.5,away
2019-04-10,SAC,POR,3.0,226.5,away
2019-04-10,SAS,DAL,-14.0,218.5,home
2019-04-10,MEM,GSW,5.0,214.0,home
2019-04-10,NYK,DET,8.5,205.0,home
2019-04-10,BKN,MIA,-4.5,219.5,home
2019-04-10,DEN,MIN,-12.5,218.5,home
2019-04-10,CHA,ORL,-4.0,217.5,home
2019-04-10,LAC,UTA,-8.0,225.5,home
2019-04-10,POR,SAC,-3.0,226.5,home
2019-04-10,UTA,LAC,8.0,225.5,away
2019-04-10,MIL,OKC,4.5,227.5,home
2019-04-10,PHI,CHI,-6.0,218.5,home
2019-04-10,IND,ATL,-1.5,226.5,away
2019-04-10,ATL,IND,1.5,226.5,home
2019-04-13,SAS,DEN,5.5,210.5,away
2019-04-13,BKN,PHI,7.5,228.0,away
2019-04-13,LAC,GSW,13.5,233.5,away
2019-04-13,PHI,BKN,-7.5,228.0,home
2019-04-13,DEN,SAS,-5.5,210.5,home
2019-04-13,GSW,LAC,-13.5,233.5,home
2019-04-13,ORL,TOR,9.5,212.5,away
2019-04-13,TOR,ORL,-9.5,212.5,home
2019-04-14,IND,BOS,7.5,210.0,away
2019-04-14,UTA,HOU,6.5,212.5,away
2019-04-14,POR,OKC,-3.0,224.5,home
2019-04-14,BOS,IND,-7.5,210.0,home
2019-04-14,OKC,POR,3.0,224.5,away
2019-04-14,DET,MIL,15.0,215.5,away
2019-04-14,HOU,UTA,-6.5,212.5,home
2019-04-14,MIL,DET,-15.0,215.5,home
2019-04-15,GSW,LAC,-13.5,234.0,home
2019-04-15,LAC,GSW,13.5,234.0,away
2019-04-15,BKN,PHI,8.5,224.5,away
2019-04-15,PHI,BKN,-8.5,224.5,home
2019-04-16,OKC,POR,1.0,224.5,away
2019-04-16,SAS,DEN,7.0,210.5,away
2019-04-16,DEN,SAS,-7.0,210.5,home
2019-04-16,ORL,TOR,11.0,212.5,away
2019-04-16,POR,OKC,-1.0,224.5,home
2019-04-16,TOR,ORL,-11.0,212.5,home
2019-04-17,IND,BOS,7.5,206.5,away
2019-04-17,DET,MIL,15.5,215.0,away
2019-04-17,UTA,HOU,6.5,216.0,away
2019-04-17,HOU,UTA,-6.5,216.0,home
2019-04-17,MIL,DET,-15.5,215.0,home
2019-04-17,BOS,IND,-7.5,206.5,home
2019-04-18,GSW,LAC,-9.0,234.0,away
2019-04-18,DEN,SAS,4.5,208.0,away
2019-04-18,PHI,BKN,-1.5,229.0,away
2019-04-18,LAC,GSW,9.0,234.0,home
2019-04-18,SAS,DEN,-4.5,208.0,home
2019-04-18,BKN,PHI,1.5,229.0,home
2019-04-19,POR,OKC,7.5,221.0,away
2019-04-19,BOS,IND,2.5,205.0,away
2019-04-19,TOR,ORL,-5.5,211.0,away
2019-04-19,OKC,POR,-7.5,221.0,home
2019-04-19,IND,BOS,-2.5,205.0,home
2019-04-19,ORL,TOR,5.5,211.0,home
2019-04-20,DEN,SAS,3.5,209.0,away
2019-04-20,PHI,BKN,-3.0,231.0,away
2019-04-20,HOU,UTA,2.0,216.0,away
2019-04-20,MIL,DET,-9.5,217.5,away
2019-04-20,SAS,DEN,-3.5,209.0,home
2019-04-20,BKN,PHI,3.0,231.0,home
2019-04-20,UTA,HOU,-2.0,216.0,home
2019-04-20,DET,MIL,9.5,217.5,home
2019-04-21,POR,OKC,5.5,222.0,away
2019-04-21,TOR,ORL,-5.5,206.0,away
2019-04-21,GSW,LAC,-9.5,236.0,away
2019-04-21,BOS,IND,-3.5,204.5,away
2019-04-21,OKC,POR,-5.5,222.0,home
2019-04-21,ORL,TOR,5.5,206.0,home
2019-04-21,LAC,GSW,9.5,236.0,home
2019-04-21,IND,BOS,3.5,204.5,home
2019-04-22,HOU,UTA,-2.0,215.0,away
2019-04-22,MIL,DET,-12.5,220.5,away
2019-04-22,UTA,HOU,2.0,215.0,home
2019-04-22,DET,MIL,12.5,220.5,home
2019-04-23,BKN,PHI,9.0,230.0,away
2019-04-23,ORL,TOR,11.0,206.0,away
2019-04-23,SAS,DEN,5.5,210.5,away
2019-04-23,OKC,POR,4.5,222.5,away
2019-04-23,PHI,BKN,-9.0,230.0,home
2019-04-23,TOR,ORL,-11.0,206.0,home
2019-04-23,DEN,SAS,-5.5,210.5,home
2019-04-23,POR,OKC,-4.5,222.5,home
2019-04-24,LAC,GSW,15.0,232.5,away
2019-04-24,UTA,HOU,8.5,214.0,away
2019-04-24,GSW,LAC,-15.0,232.5,home
2019-04-24,HOU,UTA,-8.5,214.0,home
2019-04-25,DEN,SAS,3.0,209.5,away
2019-04-25,SAS,DEN,-3.0,209.5,home
2019-04-26,GSW,LAC,-10.5,232.0,away
2019-04-26,LAC,GSW,10.5,232.0,home
2019-04-27,SAS,DEN,6.5,207.5,away
2019-04-27,PHI,TOR,6.5,223.0,away
2019-04-27,DEN,SAS,-6.5,207.5,home
2019-04-27,TOR,PHI,-6.5,223.0,home
2019-04-28,BOS,MIL,8.0,223.0,away
2019-04-28,HOU,GSW,6.5,224.0,away
2019-04-28,MIL,BOS,-8.0,223.0,home
2019-04-28,GSW,HOU,-6.5,224.0,home
2019-04-29,PHI,TOR,7.5,220.0,away
2019-04-29,POR,DEN,4.0,215.0,away
2019-04-29,TOR,PHI,-7.5,220.0,home
2019-04-29,DEN,POR,-4.0,215.0,home
2019-04-30,HOU,GSW,5.0,222.0,away
2019-04-30,BOS,MIL,8.0,219.5,away
2019-04-30,GSW,HOU,-5.0,222.0,home
2019-04-30,MIL,BOS,-8.0,219.5,home
2019-05-01,POR,DEN,4.0,219.5,away
2019-05-01,DEN,POR,-4.0,219.5,home
2019-05-02,TOR,PHI,-1.5,216.5,away
2019-05-02,PHI,TOR,1.5,216.5,home
2019-05-03,DEN,POR,5.0,215.0,away
2019-05-03,MIL,BOS,2.0,220.0,away
2019-05-03,POR,DEN,-5.0,215.0,home
2019-05-03,BOS,MIL,-2.0,220.0,home
2019-05-04,GSW,HOU,3.5,220.5,away
2019-05-04,HOU,GSW,-3.5,220.5,home
2019-05-05,DEN,POR,3.0,211.0,away
2019-05-05,TOR,PHI,-1.5,216.0,away
2019-05-05,POR,DEN,-3.0,211.0,home
2019-05-05,PHI,TOR,1.5,216.0,home
2019-05-06,GSW,HOU,-1.0,219.5,away
2019-05-06,MIL,BOS,1.0,220.5,away
2019-05-06,HOU,GSW,1.0,219.5,home
2019-05-06,BOS,MIL,-1.0,220.5,home
2019-05-07,POR,DEN,5.0,213.0,away
2019-05-07,PHI,TOR,6.0,212.5,away
2019-05-07,DEN,POR,-5.0,213.0,home
2019-05-07,TOR,PHI,-6.0,212.5,home
2019-05-08,HOU,GSW,6.0,221.0,away
2019-05-08,BOS,MIL,8.5,221.0,away
2019-05-08,GSW,HOU,-6.0,221.0,home
2019-05-08,MIL,BOS,-8.5,221.0,home
2019-05-09,TOR,PHI,-1.5,211.5,away
2019-05-09,DEN,POR,4.0,213.5,away
2019-05-09,PHI,TOR,1.5,211.5,home
2019-05-09,POR,DEN,-4.0,213.5,home
2019-05-10,GSW,HOU,7.5,216.0,away
2019-05-10,HOU,GSW,-7.5,216.0,home
2019-05-12,PHI,TOR,6.0,209.5,away
2019-05-12,POR,DEN,5.5,211.0,away
2019-05-12,TOR,PHI,-6.0,209.5,home
2019-05-12,DEN,POR,-5.5,211.0,home
2019-05-14,POR,GSW,7.0,221.0,away
2019-05-14,GSW,POR,-7.0,221.0,home
2019-05-15,TOR,MIL,6.5,218.0,away
2019-05-15,MIL,TOR,-6.5,218.0,home
2019-05-16,POR,GSW,7.0,220.0,away
2019-05-16,GSW,POR,-7.0,220.0,home
2019-05-17,TOR,MIL,6.5,219.0,away
2019-05-17,MIL,TOR,-6.5,219.0,home
2019-05-18,GSW,POR,3.0,220.5,away
2019-05-18,POR,GSW,-3.0,220.5,home
2019-05-19,MIL,TOR,2.5,221.5,away
2019-05-19,TOR,MIL,-2.5,221.5,home
2019-05-20,GSW,POR,-2.0,219.0,away
2019-05-20,POR,GSW,2.0,219.0,home
2019-05-21,MIL,TOR,-3.0,216.0,away
2019-05-21,TOR,MIL,3.0,216.0,home
2019-05-23,TOR,MIL,7.5,215.5,away
2019-05-23,MIL,TOR,-7.5,215.5,home
2019-05-25,MIL,TOR,1.5,214.0,away
2019-05-25,TOR,MIL,-1.5,214.0,home
2019-05-30,GSW,TOR,-1.0,212.5,away
2019-05-30,TOR,GSW,1.0,212.5,home
2019-06-02,GSW,TOR,2.5,213.0,away
2019-06-02,TOR,GSW,-2.5,213.0,home
2019-06-05,TOR,GSW,3.0,210.5,away
2019-06-05,GSW,TOR,-3.0,210.5,home
2019-06-07,TOR,GSW,5.0,215.0,away
2019-06-07,GSW,TOR,-5.0,215.0,home
2019-06-10,GSW,TOR,-1.0,217.0,away
2019-06-10,TOR,GSW,1.0,217.0,home
2019-06-13,TOR,GSW,2.5,211.5,away
2019-06-13,GSW,TOR,-2.5,211.5,home
2019-10-22,LAL,LAC,-3.5,224.0,away
2019-10-22,NOP,TOR,6.5,229.5,away
2019-10-22,LAC,LAL,3.5,224.0,home
2019-10-22,TOR,NOP,-6.5,229.5,home
2019-10-23,MEM,MIA,6.5,213.5,away
2019-10-23,CHI,CHA,-3.5,216.5,away
2019-10-23,DET,IND,7.0,211.0,away
2019-10-23,CLE,ORL,9.5,211.5,away
2019-10-23,MIN,BKN,3.5,229.5,away
2019-10-23,DEN,POR,-1.5,217.5,away
2019-10-23,BOS,PHI,5.5,215.0,away
2019-10-23,WAS,DAL,9.0,220.0,away
2019-10-23,NYK,SAS,10.5,214.5,away
2019-10-23,OKC,UTA,9.0,221.5,away
2019-10-23,SAC,PHX,-0.0,232.5,away
2019-10-23,MIA,MEM,-6.5,213.5,home
2019-10-23,CHA,CHI,3.5,216.5,home
2019-10-23,IND,DET,-7.0,211.0,home
2019-10-23,ORL,CLE,-9.5,211.5,home
2019-10-23,BKN,MIN,-3.5,229.5,home
2019-10-23,POR,DEN,1.5,217.5,home
2019-10-23,PHI,BOS,-5.5,215.0,home
2019-10-23,DAL,WAS,-9.0,220.0,home
2019-10-23,SAS,NYK,-10.5,214.5,home
2019-10-23,UTA,OKC,-9.0,221.5,home
2019-10-23,PHX,SAC,0.0,232.5,home
2019-10-24,LAC,GSW,-1.0,228.5,away
2019-10-24,MIL,HOU,1.5,231.0,away
2019-10-24,ATL,DET,1.5,222.0,away
2019-10-24,GSW,LAC,1.0,228.5,home
2019-10-24,HOU,MIL,-1.5,231.0,home
2019-10-24,DET,ATL,-1.5,222.0,home
2019-10-25,DAL,NOP,2.0,227.0,away
2019-10-25,TOR,BOS,2.5,213.0,away
2019-10-25,MIN,CHA,-5.0,225.0,away
2019-10-25,CHI,MEM,-2.0,224.0,away
2019-10-25,NYK,BKN,8.0,228.0,away
2019-10-25,WAS,OKC,8.5,218.5,away
2019-10-25,PHX,DEN,12.0,219.0,away
2019-10-25,POR,SAC,-1.5,227.5,away
2019-10-25,UTA,LAL,3.5,215.5,away
2019-10-25,NOP,DAL,-2.0,227.0,home
2019-10-25,BOS,TOR,-2.5,213.0,home
2019-10-25,CHA,MIN,5.0,225.0,home
2019-10-25,MEM,CHI,2.0,224.0,home
2019-10-25,BKN,NYK,-8.0,228.0,home
2019-10-25,OKC,WAS,-8.5,218.5,home
2019-10-25,DEN,PHX,-12.0,219.0,home
2019-10-25,SAC,POR,1.5,227.5,home
2019-10-25,LAL,UTA,-3.5,215.5,home
2019-10-26,MIA,MIL,11.5,223.0,away
2019-10-26,PHI,DET,-4.0,213.5,away
2019-10-26,ORL,ATL,-2.5,216.5,away
2019-10-26,BOS,NYK,-5.0,219.0,away
2019-10-26,TOR,CHI,-3.0,219.0,away
2019-10-26,IND,CLE,-4.5,213.0,away
2019-10-26,NOP,HOU,12.0,238.5,away
2019-10-26,SAC,UTA,9.0,221.5,away
2019-10-26,LAC,PHX,-10.0,225.5,away
2019-10-26,WAS,SAS,11.5,219.5,away
2019-10-26,MIL,MIA,-11.5,223.0,home
2019-10-26,DET,PHI,4.0,213.5,home
2019-10-26,ATL,ORL,2.5,216.5,home
2019-10-26,NYK,BOS,5.0,219.0,home
2019-10-26,CHI,TOR,3.0,219.0,home
2019-10-26,CLE,IND,4.5,213.0,home
2019-10-26,HOU,NOP,-12.0,238.5,home
2019-10-26,UTA,SAC,-9.0,221.5,home
2019-10-26,PHX,LAC,10.0,225.5,home
2019-10-26,SAS,WAS,-11.5,219.5,home
2019-10-27,BKN,MEM,-4.0,225.0,away
2019-10-27,GSW,OKC,-1.0,224.0,away
2019-10-27,LAL,CHA,-13.5,216.5,home
2019-10-27,MIN,MIA,-7.0,224.5,home
2019-10-27,DAL,POR,-2.5,219.0,home
2019-10-27,MEM,BKN,4.0,225.0,home
2019-10-27,OKC,GSW,1.0,224.0,home
2019-10-27,CHA,LAL,13.5,216.5,away
2019-10-27,MIA,MIN,7.0,224.5,away
2019-10-27,POR,DAL,2.5,219.0,away
2019-10-28,ATL,PHI,6.5,221.0,home
2019-10-28,MIL,CLE,-15.5,224.5,home
2019-10-28,DET,IND,2.0,213.0,home
2019-10-28,NYK,CHI,2.0,224.5,home
2019-10-28,TOR,ORL,-5.0,208.5,home
2019-10-28,HOU,OKC,-10.0,227.5,home
2019-10-28,NOP,GSW,-2.5,236.0,home
2019-10-28,SAS,POR,-6.0,223.0,home
2019-10-28,PHX,UTA,5.0,213.5,home
2019-10-28,SAC,DEN,5.0,217.5,home
2019-10-28,LAC,CHA,-15.5,228.0,home
2019-10-28,PHI,ATL,-6.5,221.0,away
2019-10-28,CLE,MIL,15.5,224.5,away
2019-10-28,IND,DET,-2.0,213.0,away
2019-10-28,CHI,NYK,-2.0,224.5,away
2019-10-28,ORL,TOR,5.0,208.5,away
2019-10-28,OKC,HOU,10.0,227.5,away
2019-10-28,GSW,NOP,2.5,236.0,away
2019-10-28,POR,SAS,6.0,223.0,away
2019-10-28,UTA,PHX,-5.0,213.5,away
2019-10-28,DEN,SAC,-5.0,217.5,away
2019-10-28,CHA,LAC,15.5,228.0,away
2019-10-29,DEN,DAL,-5.0,212.5,home
2019-10-29,MIA,ATL,-8.5,223.0,home
2019-10-29,LAL,MEM,-11.5,215.0,home
2019-10-29,DAL,DEN,5.0,212.5,away
2019-10-29,ATL,MIA,8.5,223.0,away
2019-10-29,MEM,LAL,11.5,215.0,away
2019-10-30,TOR,DET,-9.5,214.0,home
2019-10-30,SAC,CHA,-7.5,223.0,home
2019-10-30,BKN,IND,-3.0,221.0,home
2019-10-30,PHI,MIN,-7.0,222.0,home
2019-10-30,BOS,MIL,3.5,224.5,home
2019-10-30,ORL,NYK,-9.5,209.5,home
2019-10-30,CLE,CHI,2.0,216.5,home
2019-10-30,UTA,LAC,-7.0,216.5,home
2019-10-30,WAS,HOU,8.0,234.0,home
2019-10-30,OKC,POR,1.5,222.0,home
2019-10-30,GSW,PHX,-5.5,231.5,home
2019-10-30,DET,TOR,9.5,214.0,away
2019-10-30,IND,BKN,3.0,221.0,away
2019-10-30,MIL,BOS,-3.5,224.5,away
2019-10-30,CHA,SAC,7.5,223.0,away
2019-10-30,POR,OKC,-1.5,222.0,away
2019-10-30,MIN,PHI,7.0,222.0,away
2019-10-30,CHI,CLE,-2.0,216.5,away
2019-10-30,LAC,UTA,7.0,216.5,away
2019-10-30,PHX,GSW,5.5,231.5,away
2019-10-30,HOU,WAS,-8.0,234.0,away
2019-10-30,NYK,ORL,9.5,209.5,away
2019-10-31,SAS,LAC,5.0,229.0,away
2019-10-31,MIA,ATL,-6.5,215.0,away
2019-10-31,DEN,NOP,-4.0,223.5,away
2019-10-31,NOP,DEN,4.0,223.5,home
2019-10-31,LAC,SAS,-5.0,229.0,home
2019-10-31,ATL,MIA,6.5,215.0,home
2019-11-01,CHI,DET,-4.0,215.0,home
2019-11-01,DAL,LAL,-1.0,218.0,home
2019-11-01,HOU,BKN,-4.5,245.0,away
2019-11-01,UTA,SAC,-4.5,214.5,away
2019-11-01,CLE,IND,7.0,215.0,away
2019-11-01,ORL,MIL,4.5,214.0,home
2019-11-01,BOS,NYK,-9.0,211.0,home
2019-11-01,LAL,DAL,1.0,218.0,away
2019-11-01,IND,CLE,-7.0,215.0,home
2019-11-01,NYK,BOS,9.0,211.0,away
2019-11-01,MIL,ORL,-4.5,214.0,away
2019-11-01,SAS,GSW,-7.0,222.5,away
2019-11-01,SAC,UTA,4.5,214.5,home
2019-11-01,BKN,HOU,4.5,245.0,home
2019-11-01,DET,CHI,4.0,215.0,away
2019-11-01,GSW,SAS,7.0,222.5,home
2019-11-02,BKN,DET,-4.0,222.5,away
2019-11-02,ORL,DEN,4.0,199.5,home
2019-11-02,POR,PHI,1.0,224.0,home
2019-11-02,TOR,MIL,6.0,227.0,away
2019-11-02,GSW,CHA,6.0,221.0,home
2019-11-02,MIL,TOR,-6.0,227.0,home
2019-11-02,DEN,ORL,-4.0,199.5,away
2019-11-02,OKC,NOP,-2.0,227.5,home
2019-11-02,CHA,GSW,-6.0,221.0,away
2019-11-02,DET,BKN,4.0,222.5,home
2019-11-02,MIN,WAS,3.0,229.5,away
2019-11-02,NOP,OKC,2.0,227.5,away
2019-11-02,MEM,PHX,3.0,221.5,home
2019-11-02,WAS,MIN,-3.0,229.5,home
2019-11-02,PHX,MEM,-3.0,221.5,away
